entrynum,smiles,pka_type,pka_value,temp,remarks,method,ref,ref_remarks,entry_remarks,original_iupac_name,original_iupac_nickname,source,uniqueid,pressure,acidity_label
7634,O=C(O)CN(CCO)CCO,pKAH2,8.4133,20,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
7634,O=C(O)CN(CCO)CCO,pKAH2,8.3327,25,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
7634,O=C(O)CN(CCO)CCO,pKAH2,8.256,30,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
7634,O=C(O)CN(CCO)CCO,pKAH2,8.1819,35,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
7634,O=C(O)CN(CCO)CCO,pKAH2,8.1134,40,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
7634,O=C(O)CN(CCO)CCO,pKAH2,8.0421,45,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
7634,O=C(O)CN(CCO)CCO,pKAH2,7.9795,50,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
7634,O=C(O)CN(CCO)CCO,pKAH2,7.9097,55,I=0.01 to 0.10,E1a,D3,Thermodynamic quantities are derived from the results,,"glycine, N,N-bis(2-hydroxyethyl)-",,perrin_supp,perrin_supp7634,,AH
2002,O=CO,pK1,3.737,25,m=0.0003-0.05,"C2, R1b",B53,,,Methanoic acid,Formic acid,serjeant,serjeant2002,,A
2002,O=CO,pK1,3.739,25,m=0.0003-0.05,E1e,P87,,,Methanoic acid,Formic acid,serjeant,serjeant2002,,A
2002,O=CO,pK1,3.772,25,Methanoic acid-d. m=0.0003-0.05,"C2, R1b",B53,,,Methanoic acid,Formic acid,serjeant,serjeant2002,,A
2041,O=C(O)C(=O)O,pK1,1.244,0,"C=0.02, I=0.1(NaClO4). Other values in D44, K69, L37 and L77","E1b, R3d",M3,,,Ethanedioic acid,Oxalic acid,serjeant,serjeant2041,,A
2041,O=C(O)C(=O)O,pK1,1.252,15,"C=0.02, I=0.1(NaClO4). Other values in D44, K69, L37 and L77","E1b, R3d",M3,,,Ethanedioic acid,Oxalic acid,serjeant,serjeant2041,,A
2041,O=C(O)C(=O)O,pK1,1.252,25,"C=0.02, I=0.1(NaClO4). Other values in D44, K69, L37 and L77","E1b, R3d",M3,,,Ethanedioic acid,Oxalic acid,serjeant,serjeant2041,,A
2041,O=C(O)C(=O)O,pK1,1.286,35,"C=0.02, I=0.1(NaClO4). Other values in D44, K69, L37 and L77","E1b, R3d",M3,,,Ethanedioic acid,Oxalic acid,serjeant,serjeant2041,,A
2041,O=C(O)C(=O)O,pK1,1.295,45,"C=0.02, I=0.1(NaClO4). Other values in D44, K69, L37 and L77","E1b, R3d",M3,,,Ethanedioic acid,Oxalic acid,serjeant,serjeant2041,,A
2043,CC(=O)O,pK(0-d),5.313,25,Acetic acid-0-d. Molality scale,E1e,G3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(2-d3),4.772,25,Acetic acid-2-d3. m=0.005-0.05,E1e,P2,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(d3-0d),5.325,25,Acetic acid-d3-0d. m=0.005-0.05,E1e,P3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(0-d),5.346,5,Acetic acid-0-d. Molality scale,E1e,G3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(0-d),5.334,10,Acetic acid-0-d. Molality scale,E1e,G3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(0-d),5.324,15,Acetic acid-0-d. Molality scale,E1e,G3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(0-d),5.317,20,Acetic acid-0-d. Molality scale,E1e,G3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(0-d),5.31,30,Acetic acid-0-d. Molality scale,E1e,G3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(0-d),5.309,35,Acetic acid-0-d. Molality scale,E1e,G3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(0-d),5.312,40,Acetic acid-0-d. Molality scale,E1e,G3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(0-d),5.317,45,Acetic acid-0-d. Molality scale,E1e,G3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(0-d),5.324,50,Acetic acid-0-d. Molality scale,E1e,G3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(2-d3),4.796,0,Acetic acid-2-d3. m=0.005-0.05,E1e,P2,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(2-d3),4.785,5,Acetic acid-2-d3. m=0.005-0.05,E1e,P2,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(2-d3),4.777,10,Acetic acid-2-d3. m=0.005-0.05,E1e,P2,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(2-d3),4.775,15,Acetic acid-2-d3. m=0.005-0.05,E1e,P2,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(2-d3),4.771,20,Acetic acid-2-d3. m=0.005-0.05,E1e,P2,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(2-d3),4.774,30,Acetic acid-2-d3. m=0.005-0.05,E1e,P2,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(2-d3),4.776,35,Acetic acid-2-d3. m=0.005-0.05,E1e,P2,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(2-d3),4.782,40,Acetic acid-2-d3. m=0.005-0.05,E1e,P2,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(2-d3),4.79,45,Acetic acid-2-d3. m=0.005-0.05,E1e,P2,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(2-d3),4.799,50,Acetic acid-2-d3. m=0.005-0.05,E1e,P2,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(d3-0d),5.36,5,Acetic acid-d3-0d. m=0.005-0.05,E1e,P3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(d3-0d),5.348,10,Acetic acid-d3-0d. m=0.005-0.05,E1e,P3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(d3-0d),5.338,15,Acetic acid-d3-0d. m=0.005-0.05,E1e,P3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(d3-0d),5.331,20,Acetic acid-d3-0d. m=0.005-0.05,E1e,P3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(d3-0d),5.323,30,Acetic acid-d3-0d. m=0.005-0.05,E1e,P3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(d3-0d),5.323,35,Acetic acid-d3-0d. m=0.005-0.05,E1e,P3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(d3-0d),5.326,40,Acetic acid-d3-0d. m=0.005-0.05,E1e,P3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(d3-0d),5.33,45,Acetic acid-d3-0d. m=0.005-0.05,E1e,P3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2043,CC(=O)O,pK(d3-0d),5.336,50,Acetic acid-d3-0d. m=0.005-0.05,E1e,P3,Thermodynamic quantities are derived from the results,,Acetic acid,Ethanoic acid,serjeant,serjeant2043,,A
2064,O=C(O)CCl,pK1,2.866,25,Equation given for this variation,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, chloro-",,serjeant,serjeant2064,,A
2064,O=C(O)CCl,pK1,2.845,15,Equation given for this variation,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, chloro-",,serjeant,serjeant2064,,A
2064,O=C(O)CCl,pK1,2.9,35,Equation given for this variation,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, chloro-",,serjeant,serjeant2064,,A
2064,O=C(O)CCl,pK1,2.955,50,Equation given for this variation,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, chloro-",,serjeant,serjeant2064,,A
2064,O=C(O)CCl,pK1,3.004,60,Equation given for this variation,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, chloro-",,serjeant,serjeant2064,,A
2064,O=C(O)CCl,pK1,3.062,75,Equation given for this variation,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, chloro-",,serjeant,serjeant2064,,A
2064,O=C(O)CCl,pK1,3.134,90,Equation given for this variation,"C2, R1e",S89,Thermodynamic quantities are derived from the results,,"acetic acid, chloro-",,serjeant,serjeant2064,,A
2130,C#CC(=O)O,pK1,1.887,25,"C=0.01, I=0.1(NaCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propynoic acid,Propiolic acid,serjeant,serjeant2130,,A
2130,C#CC(=O)O,pK1,1.791,10,"C=0.01, I=0.1(NaCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propynoic acid,Propiolic acid,serjeant,serjeant2130,,A
2130,C#CC(=O)O,pK1,1.867,15,"C=0.01, I=0.1(NaCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propynoic acid,Propiolic acid,serjeant,serjeant2130,,A
2130,C#CC(=O)O,pK1,1.867,20,"C=0.01, I=0.1(NaCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propynoic acid,Propiolic acid,serjeant,serjeant2130,,A
2130,C#CC(=O)O,pK1,1.936,30,"C=0.01, I=0.1(NaCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propynoic acid,Propiolic acid,serjeant,serjeant2130,,A
2130,C#CC(=O)O,pK1,1.952,35,"C=0.01, I=0.1(NaCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propynoic acid,Propiolic acid,serjeant,serjeant2130,,A
2130,C#CC(=O)O,pK1,1.963,40,"C=0.01, I=0.1(NaCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propynoic acid,Propiolic acid,serjeant,serjeant2130,,A
2130,C#CC(=O)O,pK1,1.978,45,"C=0.01, I=0.1(NaCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propynoic acid,Propiolic acid,serjeant,serjeant2130,,A
2135,C=CC(=O)O,pK1,4.247,25,C=0.01,C2,G51,Thermodynamic quantities are derived from the results,,Propenoic acid,Acrylic acid,serjeant,serjeant2135,,A
2135,C=CC(=O)O,pK1,4.267,15,C=0.01,C2,G51,Thermodynamic quantities are derived from the results,,Propenoic acid,Acrylic acid,serjeant,serjeant2135,,A
2135,C=CC(=O)O,pK1,4.246,20,C=0.01,C2,G51,Thermodynamic quantities are derived from the results,,Propenoic acid,Acrylic acid,serjeant,serjeant2135,,A
2135,C=CC(=O)O,pK1,4.25,30,C=0.01,C2,G51,Thermodynamic quantities are derived from the results,,Propenoic acid,Acrylic acid,serjeant,serjeant2135,,A
2135,C=CC(=O)O,pK1,4.267,35,C=0.01,C2,G51,Thermodynamic quantities are derived from the results,,Propenoic acid,Acrylic acid,serjeant,serjeant2135,,A
2135,C=CC(=O)O,pK1,4.301,40,C=0.01,C2,G51,Thermodynamic quantities are derived from the results,,Propenoic acid,Acrylic acid,serjeant,serjeant2135,,A
2135,C=CC(=O)O,pK1,4.311,45,C=0.01,C2,G51,Thermodynamic quantities are derived from the results,,Propenoic acid,Acrylic acid,serjeant,serjeant2135,,A
2137,O=C(O)CC(=O)O,pK1,2.847,25,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.696,25,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.847,25,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.696,25,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.882,5,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.869,10,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.857,15,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.851,20,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.849,30,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.855,35,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.863,40,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.876,45,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.663,5,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.666,10,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.673,15,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.683,20,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.71,30,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.729,35,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.751,40,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.774,45,I=0.01,E1ch,I27,,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.881,5,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.867,10,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.856,15,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.849,20,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.849,30,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.855,35,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.862,40,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK1,2.875,45,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.664,5,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.666,10,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.673,15,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.683,20,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.711,30,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.73,35,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.752,40,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2137,O=C(O)CC(=O)O,pK2,5.775,45,I=0.01,E1,D11,Thermodynamic quantities are derived from the results; Thermodynamic quantities are derived from the results,,Propanedioic acid,Malonic acid,serjeant,serjeant2137,,A
2143,CCC(=O)O,pK1,4.875,25,"C=0.05, I=1.0(KCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propanoic acid,,serjeant,serjeant2143,,A
2143,CCC(=O)O,pK1,4.873,15,"C=0.05, I=1.0(KCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propanoic acid,,serjeant,serjeant2143,,A
2143,CCC(=O)O,pK1,4.87,20,"C=0.05, I=1.0(KCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propanoic acid,,serjeant,serjeant2143,,A
2143,CCC(=O)O,pK1,4.88,30,"C=0.05, I=1.0(KCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propanoic acid,,serjeant,serjeant2143,,A
2143,CCC(=O)O,pK1,4.891,35,"C=0.05, I=1.0(KCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propanoic acid,,serjeant,serjeant2143,,A
2143,CCC(=O)O,pK1,4.901,40,"C=0.05, I=1.0(KCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propanoic acid,,serjeant,serjeant2143,,A
2143,CCC(=O)O,pK1,4.912,45,"C=0.05, I=1.0(KCl), mixed constant",C2,G51,Thermodynamic quantities are derived from the results,,Propanoic acid,,serjeant,serjeant2143,,A
2144,COCC(=O)O,pK1,3.57,25,"I=0.02-0.096, molality scale",E1a,K29,Thermodynamic quantities are derived from the results,,"acetic acid, methoxy-",,serjeant,serjeant2144,,A
2144,COCC(=O)O,pK1,3.538,5,"I=0.02-0.096, molality scale",E1a,K29,Thermodynamic quantities are derived from the results,,"acetic acid, methoxy-",,serjeant,serjeant2144,,A
2144,COCC(=O)O,pK1,3.544,10,"I=0.02-0.096, molality scale",E1a,K29,Thermodynamic quantities are derived from the results,,"acetic acid, methoxy-",,serjeant,serjeant2144,,A
2144,COCC(=O)O,pK1,3.551,15,"I=0.02-0.096, molality scale",E1a,K29,Thermodynamic quantities are derived from the results,,"acetic acid, methoxy-",,serjeant,serjeant2144,,A
2144,COCC(=O)O,pK1,3.559,20,"I=0.02-0.096, molality scale",E1a,K29,Thermodynamic quantities are derived from the results,,"acetic acid, methoxy-",,serjeant,serjeant2144,,A
2144,COCC(=O)O,pK1,3.583,30,"I=0.02-0.096, molality scale",E1a,K29,Thermodynamic quantities are derived from the results,,"acetic acid, methoxy-",,serjeant,serjeant2144,,A
2144,COCC(=O)O,pK1,3.597,35,"I=0.02-0.096, molality scale",E1a,K29,Thermodynamic quantities are derived from the results,,"acetic acid, methoxy-",,serjeant,serjeant2144,,A
2144,COCC(=O)O,pK1,3.613,40,"I=0.02-0.096, molality scale",E1a,K29,Thermodynamic quantities are derived from the results,,"acetic acid, methoxy-",,serjeant,serjeant2144,,A
2144,COCC(=O)O,pK1,3.631,45,"I=0.02-0.096, molality scale",E1a,K29,Thermodynamic quantities are derived from the results,,"acetic acid, methoxy-",,serjeant,serjeant2144,,A
2144,COCC(=O)O,pK1,3.651,50,"I=0.02-0.096, molality scale",E1a,K29,Thermodynamic quantities are derived from the results,,"acetic acid, methoxy-",,serjeant,serjeant2144,,A
2157,O=C(O)C#CCl,pK1,1.845,25,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-chloro-",,serjeant,serjeant2157,,A
2157,O=C(O)C#CCl,pK1,1.767,10,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-chloro-",,serjeant,serjeant2157,,A
2157,O=C(O)C#CCl,pK1,1.796,15,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-chloro-",,serjeant,serjeant2157,,A
2157,O=C(O)C#CCl,pK1,1.82,20,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-chloro-",,serjeant,serjeant2157,,A
2157,O=C(O)C#CCl,pK1,1.864,30,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-chloro-",,serjeant,serjeant2157,,A
2158,O=C(O)C#CBr,pK1,1.855,25,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-bromo-",,serjeant,serjeant2158,,A
2158,O=C(O)C#CBr,pK1,1.786,10,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-bromo-",,serjeant,serjeant2158,,A
2158,O=C(O)C#CBr,pK1,1.814,15,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-bromo-",,serjeant,serjeant2158,,A
2158,O=C(O)C#CBr,pK1,1.839,20,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-bromo-",,serjeant,serjeant2158,,A
2158,O=C(O)C#CBr,pK1,1.875,30,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-bromo-",,serjeant,serjeant2158,,A
2158,O=C(O)C#CBr,pK1,1.9,35,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-bromo-",,serjeant,serjeant2158,,A
2158,O=C(O)C#CBr,pK1,1.915,40,,C2,G51,Thermodynamic quantities are derived from the results,,"propynoic acid, 3-bromo-",,serjeant,serjeant2158,,A
2163,N#CCC(=O)O,pK1,2.471,25,"C=0.00032-0.000477. lambda_0=393.23","C2, R1c",F6,Thermodynamic quantities are derived from the results,,"acetic acid, cyano-",,serjeant,serjeant2163,,A
2163,N#CCC(=O)O,pK1,2.445,5,"C=0.00032-0.000477. lambda_0=275.89","C2, R1c",F6,Thermodynamic quantities are derived from the results,,"acetic acid, cyano-",,serjeant,serjeant2163,,A
2163,N#CCC(=O)O,pK1,2.447,10,"C=0.00032-0.000477. lambda_0=305.32","C2, R1c",F6,Thermodynamic quantities are derived from the results,,"acetic acid, cyano-",,serjeant,serjeant2163,,A
2163,N#CCC(=O)O,pK1,2.452,15,"C=0.00032-0.000477. lambda_0=334.77","C2, R1c",F6,Thermodynamic quantities are derived from the results,,"acetic acid, cyano-",,serjeant,serjeant2163,,A
2163,N#CCC(=O)O,pK1,2.46,20,"C=0.00032-0.000477. lambda_0=364.06","C2, R1c",F6,Thermodynamic quantities are derived from the results,,"acetic acid, cyano-",,serjeant,serjeant2163,,A
2163,N#CCC(=O)O,pK1,2.482,30,"C=0.00032-0.000477. lambda_0=421.97","C2, R1c",F6,Thermodynamic quantities are derived from the results,,"acetic acid, cyano-",,serjeant,serjeant2163,,A
2163,N#CCC(=O)O,pK1,2.496,35,"C=0.00032-0.000477. lambda_0=450.21","C2, R1c",F6,Thermodynamic quantities are derived from the results,,"acetic acid, cyano-",,serjeant,serjeant2163,,A
2163,N#CCC(=O)O,pK1,2.511,40,"C=0.00032-0.000477. lambda_0=478.10","C2, R1c",F6,Thermodynamic quantities are derived from the results,,"acetic acid, cyano-",,serjeant,serjeant2163,,A
2163,N#CCC(=O)O,pK1,2.528,45,"C=0.00032-0.000477. lambda_0=505.48","C2, R1c",F6,Thermodynamic quantities are derived from the results,,"acetic acid, cyano-",,serjeant,serjeant2163,,A
2258,O=P(O)(O)OCC(O)CO,pK2,6.656,25,Thermodynamic quantities are derived from these results,E1a,D12,,,"2,3-Dihydroxypropyl dihydrogen phosphate",Glycerol-1-phosphoric acid,serjeant,serjeant2258,,A
